transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,amount_etb,transaction_type,channel,device_id,city,country,ip_hash,reference_id,invoice_id,status
TX00000141,2022-04-18T04:49:08.697320,ACC0015115,ACC0106346,3206,ETB,3206,Mobile Money,Branch,DEV0078421,Dessie,Ethiopia,86b2e02540058c06,REF00000141,INV0146630,Completed
TX00000142,2024-09-06T19:28:57.951167,ACC0133884,ACC0014544,15090,ETB,15090,Transfer,Internet Banking,DEV0019753,Addis Ababa,Ethiopia,cc15f703512bbd5d,REF00000142,,Failed
TX00000143,2024-07-09T19:19:55.358607,ACC0082495,ACC0023924,583,ETB,583,Deposit,Mobile Banking,DEV0012352,Addis Ababa,Ethiopia,fa34199b7b04b1f9,,INV0133789,Completed
TX00000144,2024-06-08T00:38:57.680781,ACC0006742,ACC0065995,2676,ETB,2676,Payment,Branch,,Gondar,Ethiopia,,,INV0136263,Pending
TX00000145,2025-09-06T00:30:58.387423,ACC0077752,ACC0096374,5343,ETB,5343,Payment,Branch,,Dessie,Ethiopia,329dd222eb50c1c7,,INV0052336,Completed
TX00000146,2022-07-04T02:02:04.029435,ACC0046425,ACC0123003,14595,GBP,1050840,Deposit,Mobile Banking,DEV0079212,Addis Ababa,Ethiopia,aa184a5fde770e13,,INV0112645,Completed
TX00000147,2025-11-29T08:52:12.020782,ACC0000726,ACC0044149,3571,ETB,3571,Withdrawal,Mobile Banking,DEV0082259,Adama,Ethiopia,f0046e3a8fc8ac11,,INV0167975,Completed
TX00000148,2022-03-18T22:03:54.308712,ACC0075802,ACC0075876,1554,ETB,1554,Withdrawal,USSD,DEV0007952,Dire Dawa,Ethiopia,ea409c4bd3ee48f6,REF00000148,INV0108115,Completed
TX00000149,2022-02-01T01:59:12.497099,ACC0103494,ACC0057076,987,ETB,987,Bill Payment,Mobile Banking,DEV0021429,Hawassa,Ethiopia,0c886c7402bf668d,,INV0088403,Completed
TX00000150,2025-03-04T23:00:02.498786,ACC0087805,ACC0103749,45686,ETB,45686,Transfer,Mobile Banking,DEV0071830,Hawassa,Ethiopia,94bfc5e6fd7f63ad,REF00000150,INV0041109,Completed
TX00000151,2024-04-06T23:46:08.460770,ACC0009127,ACC0127887,6234,ETB,6234,Payment,Mobile Banking,DEV0053061,Addis Ababa,Ethiopia,3f257fb321e13532,,,Completed
TX00000152,2025-06-11T18:03:15.644506,ACC0039685,ACC0045138,2785,ETB,2785,Transfer,Mobile Banking,DEV0059594,Mekelle,Ethiopia,f2597ddde779d3f7,REF00000152,INV0103902,Completed
TX00000153,2022-02-08T08:21:44.068000,ACC0047507,ACC0139794,5973,AED,93179,Bill Payment,Mobile Banking,DEV0040361,Shashamane,Ethiopia,9a0fb488fe89b549,,INV0060465,Completed
TX00000154,2022-07-01T00:31:28.467309,ACC0008485,ACC0146409,1110,ETB,1110,Transfer,Mobile Banking,DEV0057407,Jimma,Ethiopia,76d22ff631589e17,REF00000154,INV0142687,Failed
TX00000155,2022-11-23T21:33:31.471647,ACC0119534,ACC0036412,673,ETB,673,Payment,Branch,DEV0002843,Addis Ababa,Ethiopia,d57c38ea1eb6787a,,INV0074479,Completed
TX00000156,2022-04-28T13:07:07.607894,ACC0003901,ACC0088487,16347,ETB,16347,Transfer,Mobile Banking,DEV0084505,Addis Ababa,Ethiopia,f0e1f212fe8bf244,,,Completed
TX00000157,2025-06-26T04:47:10.891218,ACC0137006,ACC0069814,9662,ETB,9662,Salary,Mobile Banking,DEV0081354,Addis Ababa,Ethiopia,6f80067ffb286585,REF00000157,,Failed
TX00000158,2022-10-12T13:05:32.154981,ACC0006588,ACC0003999,11522,ETB,11522,Transfer,USSD,DEV0057074,Addis Ababa,Ethiopia,c8cf256b0bd76f0a,,INV0130030,Completed
TX00000159,2024-11-23T12:18:41.445608,ACC0098249,ACC0124237,8503,ETB,8503,Payment,Branch,,Bahir Dar,Ethiopia,c432aabb0566230c,,INV0122588,Completed
TX00000160,2024-02-29T10:16:27.308233,ACC0119278,ACC0124503,60,ETB,60,Withdrawal,ATM,,Addis Ababa,Ethiopia,99c4f44756684e22,,INV0199521,Completed
TX00000161,2023-06-20T08:48:46.781235,ACC0084678,ACC0002215,49008,ETB,49008,Deposit,Mobile Banking,DEV0005050,Hawassa,Ethiopia,eef1cc61d9a9d7c4,,INV0000217,Completed
TX00000162,2022-09-23T03:21:06.768748,ACC0087730,ACC0090980,221,ETB,221,Deposit,Internet Banking,DEV0035712,Mekelle,Ethiopia,,,INV0159928,Completed
TX00000163,2024-04-23T03:19:51.076473,ACC0009174,ACC0126255,804,ETB,804,Transfer,Mobile Banking,DEV0016124,Bahir Dar,Ethiopia,a9800dfb4360dd5e,REF00000163,INV0044802,Completed
TX00000164,2023-03-20T15:51:20.119740,ACC0105234,ACC0014719,6420,USD,369150,Loan Disbursement,ATM,DEV0052039,Jijiga,Ethiopia,,REF00000164,INV0156455,Completed
TX00000165,2024-01-16T02:22:40.475213,ACC0095527,ACC0046710,1667,ETB,1667,Deposit,ATM,DEV0017036,Adama,Ethiopia,36f729505bf0a188,,,Completed
TX00000166,2023-08-11T18:05:53.510906,ACC0063916,ACC0059362,9691,AED,151180,Transfer,Internet Banking,DEV0022859,Bahir Dar,Ethiopia,0f67f493f0caaedc,,INV0065735,Completed
TX00000167,2024-08-20T10:29:21.984966,ACC0082692,ACC0021134,3176,ETB,3176,Transfer,Agent Banking,DEV0008204,Mekelle,Ethiopia,492d90edb547a890,REF00000167,INV0077114,Completed
TX00000168,2025-11-04T09:07:41.561187,ACC0012892,ACC0127828,87,ETB,87,Deposit,Mobile Banking,DEV0010602,Dilla,Ethiopia,,REF00000168,INV0057756,Completed
TX00000169,2024-09-16T05:22:29.808831,ACC0043855,ACC0068779,3755,ETB,3755,Transfer,Internet Banking,DEV0070504,Addis Ababa,Ethiopia,c037ee8383040066,,INV0081742,Completed
TX00000170,2023-03-18T01:24:25.728205,ACC0129225,ACC0050549,5197,ETB,5197,Loan Disbursement,Internet Banking,DEV0009626,Bahir Dar,Ethiopia,2f510a91a9394250,,INV0046993,Completed
TX00000171,2024-04-05T19:02:50.993054,ACC0023230,ACC0134285,9728,ETB,9728,Payment,Internet Banking,DEV0024898,Dessie,Ethiopia,de426b6086fca8cc,REF00000171,INV0068029,Completed
TX00000172,2023-08-12T13:35:13.138723,ACC0066641,ACC0034354,13134,ETB,13134,Deposit,Branch,DEV0031339,Bahir Dar,Ethiopia,95fc092554775909,,,Completed
TX00000173,2022-01-04T10:45:23.623912,ACC0072896,ACC0071328,1041,ETB,1041,Payment,Internet Banking,DEV0045620,Shashamane,Ethiopia,0d00bdf2b4a60fd3,REF00000173,,Failed
TX00000174,2023-05-10T00:32:53.062082,ACC0136463,ACC0076193,7075,GBP,509400,Transfer,Internet Banking,DEV0008000,Bishoftu,Ethiopia,b51cb844da610102,,INV0171477,Completed
TX00000175,2023-07-15T17:04:12.290964,ACC0040170,ACC0088814,590134,ETB,590134,Transfer,Mobile Banking,DEV0018276,Harar,Ethiopia,6b1bb512bee65ea0,,INV0017859,Completed
TX00000176,2025-09-29T18:39:02.240906,ACC0100313,ACC0029692,9379,ETB,9379,Withdrawal,Mobile Banking,DEV0051363,Adama,Ethiopia,7b9fe25bac516474,,INV0140324,Completed
TX00000177,2024-07-09T08:06:54.323460,ACC0047706,ACC0113420,4700,ETB,4700,Transfer,Branch,DEV0010830,Addis Ababa,Ethiopia,,,,Completed
TX00000178,2025-08-08T17:05:52.636363,ACC0093535,ACC0114246,486,ETB,486,Withdrawal,ATM,DEV0022539,Bishoftu,Ethiopia,e2fb786767d01b41,,,Completed
TX00000179,2024-07-07T20:49:48.102133,ACC0007429,ACC0012945,2962,USD,170315,Transfer,Mobile Banking,DEV0055707,Addis Ababa,Ethiopia,17dd4863ab9a3405,,INV0044975,Completed
TX00000180,2024-06-16T19:24:09.323313,ACC0115531,ACC0080378,14723,ETB,14723,Deposit,Branch,,Sodo,Ethiopia,0c6c50a67b9a7bcb,REF00000180,INV0004618,Completed
TX00000181,2025-08-27T17:33:31.822384,ACC0010293,ACC0048986,1240,ETB,1240,Payment,Branch,DEV0071635,Jimma,Ethiopia,17e5e5391486337f,,INV0143692,Pending
TX00000182,2025-01-29T21:55:18.705273,ACC0070081,ACC0098735,1497,USD,86078,Withdrawal,ATM,,Addis Ababa,Ethiopia,894bafc9f32f51b4,,INV0097714,Failed
TX00000183,2024-05-30T00:07:17.663561,ACC0035421,ACC0101376,5176,ETB,5176,Transfer,ATM,DEV0027813,Jimma,Ethiopia,,,INV0163006,Completed
TX00000184,2025-08-17T17:11:01.233991,ACC0044292,ACC0129959,3672,ETB,3672,Withdrawal,Branch,DEV0030291,Addis Ababa,Ethiopia,,REF00000184,,Completed
TX00000185,2025-06-08T16:17:52.665189,ACC0028165,ACC0108790,13927,ETB,13927,Payment,Mobile Banking,DEV0006276,Addis Ababa,Ethiopia,3b80e9f0effdd62f,,,Failed
TX00000186,2022-05-30T05:36:18.859915,ACC0016189,ACC0111356,1853,ETB,1853,Transfer,ATM,DEV0019290,Addis Ababa,Ethiopia,4d5fae2ff62dd921,,INV0100647,Completed
TX00000187,2025-10-19T18:08:47.464598,ACC0108552,ACC0120575,282,ETB,282,Loan Disbursement,ATM,DEV0011326,Bahir Dar,Ethiopia,3bab9849921728a6,,,Completed
TX00000188,2023-01-16T00:18:08.687313,ACC0023542,ACC0143111,2228,ETB,2228,Transfer,Mobile Banking,DEV0023552,Addis Ababa,Ethiopia,50f107a0354810b1,REF00000188,INV0085656,Completed
TX00000189,2025-03-18T06:15:13.506542,ACC0069148,ACC0029624,4977,GBP,358344,Payment,Mobile Banking,DEV0075503,Dire Dawa,Ethiopia,ba90bbd5c88ab4cf,,INV0153308,Completed
TX00000190,2025-03-10T12:00:28.674234,ACC0026381,ACC0020452,13553,AED,211427,Payment,Mobile Banking,DEV0058368,Addis Ababa,Ethiopia,a1d67db5af2c3417,,INV0194075,Completed
TX00000191,2022-05-23T20:32:43.691143,ACC0111571,ACC0005266,640,ETB,640,Transfer,Branch,DEV0069912,Addis Ababa,Ethiopia,23bbc90d36719176,,INV0124008,Completed
TX00000192,2023-11-17T01:56:28.383434,ACC0098473,ACC0130268,2607,ETB,2607,Withdrawal,Internet Banking,DEV0080637,Addis Ababa,Ethiopia,26db63fe2833af5d,REF00000192,INV0061839,Completed
TX00000193,2022-03-09T04:40:40.328624,ACC0115517,ACC0094497,5385,ETB,5385,Transfer,ATM,DEV0014384,Addis Ababa,Ethiopia,,,INV0073859,Completed
TX00000194,2024-03-02T02:49:25.837092,ACC0050607,ACC0111535,8260,AED,128856,Payment,Mobile Banking,DEV0070065,Gondar,Ethiopia,ecfdba4bde04d05d,REF00000194,INV0092530,Completed
TX00000195,2025-09-23T15:43:14.660315,ACC0040255,ACC0062904,78926,ETB,78926,Transfer,ATM,DEV0052746,Addis Ababa,Ethiopia,630d2b473457b905,,INV0132530,Reversed
TX00000196,2024-07-08T23:33:15.953583,ACC0096590,ACC0127077,3730,ETB,3730,Payment,Mobile Banking,DEV0017074,Addis Ababa,Ethiopia,1c68e5ee39737048,,INV0098477,Failed
TX00000197,2025-05-20T01:00:18.021422,ACC0087026,ACC0059398,30906,ETB,30906,Transfer,USSD,DEV0076694,Bishoftu,Ethiopia,9590b9562a9e79d7,,,Completed
TX00000198,2023-01-25T06:11:38.468700,ACC0102665,ACC0104860,221,ETB,221,Withdrawal,Mobile Banking,DEV0045199,Gondar,Ethiopia,20a7880e900d38c3,REF00000198,INV0152040,Completed
TX00000199,2024-03-10T11:15:34.265403,ACC0025715,ACC0084917,3426,EUR,212412,Loan Repayment,Mobile Banking,DEV0009866,Addis Ababa,Ethiopia,f3d1bbe8da84b7a3,,INV0178432,Completed
TX00000200,2023-09-14T10:31:53.070126,ACC0070851,ACC0094401,50193,ETB,50193,Payment,Internet Banking,DEV0022190,Addis Ababa,Ethiopia,71dc4463ec2a9291,REF00000200,INV0173596,Completed
TX00000201,2023-10-16T09:12:12.286433,ACC0020935,ACC0032888,36105,ETB,36105,Loan Repayment,Branch,DEV0056918,Addis Ababa,Ethiopia,c216bb29987ac4e5,,INV0115559,Completed
TX00000202,2025-06-22T06:08:28.962899,ACC0060315,ACC0129613,145881,ETB,145881,Payment,ATM,DEV0006735,Dessie,Ethiopia,014cd1cba8afd082,,,Completed
TX00000203,2024-11-18T05:12:00.012141,ACC0123421,ACC0021389,9547,ETB,9547,Deposit,Mobile Banking,DEV0071741,Addis Ababa,Ethiopia,,,INV0139898,Completed
TX00000204,2023-04-24T20:19:33.011589,ACC0059359,ACC0124163,9079,ETB,9079,Transfer,Internet Banking,DEV0051316,Nekemte,Ethiopia,,REF00000204,INV0012033,Completed
TX00000205,2022-10-04T11:12:13.520873,ACC0118181,ACC0064398,3613,GBP,260136,Payment,Branch,DEV0001652,Bishoftu,Ethiopia,e2ff63790cea2e85,,INV0076988,Completed
TX00000206,2023-01-05T16:49:41.715219,ACC0144199,ACC0110860,8850,USD,508875,Transfer,Mobile Banking,DEV0008280,Adama,Ethiopia,6345ce888e6ecb25,,INV0195713,Completed
TX00000207,2024-03-17T10:23:52.519085,ACC0056529,ACC0072167,18827,ETB,18827,Bill Payment,Mobile Banking,DEV0061630,Dilla,Ethiopia,c992c49cc1495735,,INV0168828,Completed
TX00000208,2025-05-02T06:49:27.704396,ACC0067225,ACC0059219,25371,ETB,25371,Deposit,Branch,DEV0024452,Jijiga,Ethiopia,,,INV0116037,Completed
TX00000209,2025-04-26T01:58:23.167099,ACC0103661,ACC0026555,11794,ETB,11794,Transfer,Mobile Banking,DEV0009050,Gondar,Ethiopia,9499038f6d8c4a60,REF00000209,INV0152709,Completed
TX00000210,2025-04-18T16:24:41.924829,ACC0143622,ACC0130021,3814,GBP,274608,Transfer,Mobile Banking,DEV0049754,Addis Ababa,Ethiopia,,,INV0054187,Completed
TX00000211,2025-08-23T19:48:37.687081,ACC0116558,ACC0146962,55192,ETB,55192,Mobile Money,ATM,,Addis Ababa,Ethiopia,abcc87e42d29b278,,,Completed
TX00000212,2023-11-04T05:19:47.209358,ACC0131225,ACC0139927,7222,ETB,7222,Salary,Internet Banking,DEV0073795,Gondar,Ethiopia,a04f08a254a43d98,REF00000212,INV0036956,Completed
TX00000213,2025-10-08T17:28:27.402621,ACC0132912,ACC0094984,1291,ETB,1291,Bill Payment,USSD,DEV0066760,Addis Ababa,Ethiopia,e581f2987f452c5a,,INV0171616,Completed
TX00000214,2022-12-02T06:43:38.420037,ACC0079333,ACC0017158,4208,ETB,4208,Payment,ATM,DEV0053934,Gondar,Ethiopia,,,,Completed
TX00000215,2025-07-11T17:58:47.713660,ACC0063368,ACC0089944,110384,GBP,7947648,Loan Repayment,Branch,DEV0043775,Gondar,Ethiopia,610885d6771f5680,,INV0064081,Completed
TX00000216,2022-08-20T03:31:59.335634,ACC0145374,ACC0021479,2761,EUR,171182,Withdrawal,ATM,DEV0061818,Arba Minch,Ethiopia,62ae88a55a722017,,INV0128926,Completed
TX00000217,2023-02-24T03:02:45.249200,ACC0139570,ACC0014440,186,ETB,186,Transfer,USSD,DEV0029277,Sodo,Ethiopia,a9e33c5beeec05c2,,INV0006227,Completed
TX00000218,2025-04-23T00:58:52.561370,ACC0006854,ACC0110608,5048,ETB,5048,Loan Repayment,ATM,DEV0000537,Dilla,Ethiopia,2453b02c1a64cb07,,INV0092694,Reversed
TX00000219,2025-03-15T11:42:15.405639,ACC0138281,ACC0128939,24399,ETB,24399,Payment,Mobile Banking,DEV0064134,Addis Ababa,Ethiopia,8892f10c486e7b09,REF00000219,INV0188918,Completed
TX00000220,2023-11-11T21:28:19.537610,ACC0021611,ACC0024236,3237,EUR,200694,Transfer,Mobile Banking,,Addis Ababa,Ethiopia,d25bd353c9ab23d3,REF00000220,INV0014786,Completed
TX00000221,2025-03-12T12:51:40.145941,ACC0089402,ACC0100813,3005,EUR,186310,Mobile Money,Branch,DEV0017464,Dessie,Ethiopia,9eb551f827f6ae95,REF00000221,INV0106981,Completed
TX00000222,2022-01-24T00:06:14.009904,ACC0038416,ACC0014523,405,ETB,405,Deposit,Mobile Banking,DEV0017725,Addis Ababa,Ethiopia,95e2963e19abfaf0,,INV0141617,Completed
TX00000223,2022-01-07T12:18:41.793519,ACC0103956,ACC0098887,592,ETB,592,Withdrawal,Mobile Banking,DEV0013508,Addis Ababa,Ethiopia,5afef7d8021b070e,,INV0166726,Completed
TX00000224,2024-09-19T05:53:55.739237,ACC0105964,ACC0136953,969,ETB,969,Withdrawal,Mobile Banking,DEV0009493,Shashamane,Ethiopia,48e3d7e5db4dba51,,INV0039527,Completed
TX00000225,2023-03-08T06:53:25.867888,ACC0097934,ACC0136429,2949,ETB,2949,Transfer,ATM,DEV0025982,Addis Ababa,Ethiopia,db4e1312edae3372,REF00000225,INV0070216,Completed
TX00000226,2025-05-16T17:41:26.733939,ACC0147819,ACC0064390,307,ETB,307,Deposit,ATM,DEV0017274,Addis Ababa,Ethiopia,1767db2438478087,,INV0172463,Completed
TX00000227,2024-12-15T20:30:31.376796,ACC0130726,ACC0117615,1554,USD,89355,Deposit,Mobile Banking,DEV0058729,Addis Ababa,Ethiopia,8013b39c4b3c5cbd,,INV0051043,Completed
TX00000228,2025-11-08T23:35:51.127516,ACC0071584,ACC0085589,87019,ETB,87019,Deposit,Internet Banking,DEV0029546,Bahir Dar,Ethiopia,,REF00000228,INV0105516,Completed
TX00000229,2025-08-12T04:11:59.879579,ACC0104865,ACC0078811,604679,USD,34769042,Payment,ATM,DEV0076010,Mekelle,Ethiopia,4731c9afb3de716a,,INV0108650,Failed
TX00000230,2022-11-20T14:33:55.363368,ACC0119479,ACC0034897,99120,ETB,99120,Payment,Agent Banking,DEV0016611,Bishoftu,Ethiopia,cf97dd0d8da3634f,REF00000230,INV0176870,Completed
TX00000231,2022-04-18T03:30:12.673283,ACC0147785,ACC0008335,3786,USD,217695,Withdrawal,ATM,DEV0011598,Bahir Dar,Ethiopia,91b2f3eb01aab7d5,,INV0053748,Completed
TX00000232,2022-06-17T23:56:28.478166,ACC0129133,ACC0051468,18680,ETB,18680,Loan Repayment,ATM,DEV0032079,Addis Ababa,Ethiopia,57cb502c5d8cef05,,INV0117212,Completed
TX00000233,2023-08-21T22:29:01.809789,ACC0042294,ACC0095374,772,ETB,772,Deposit,Internet Banking,DEV0029581,Harar,Ethiopia,,,INV0096809,Completed
TX00000234,2025-04-14T23:45:05.942208,ACC0024013,ACC0056153,2267,ETB,2267,Transfer,Branch,DEV0048224,Addis Ababa,Ethiopia,6395d989419075f8,,INV0107526,Completed
TX00000235,2023-02-10T18:27:30.848379,ACC0031980,ACC0142438,361,ETB,361,Payment,ATM,DEV0007397,Addis Ababa,Ethiopia,628fd8459c68d564,REF00000235,,Pending
TX00000236,2024-02-25T21:23:28.702407,ACC0071278,ACC0057023,1724,USD,99130,Deposit,Internet Banking,,Hawassa,Ethiopia,4365b9a5ae3529b4,,,Completed
TX00000237,2022-05-11T15:43:40.907385,ACC0117075,ACC0068230,803,ETB,803,Payment,USSD,DEV0003216,Bahir Dar,Ethiopia,5b893fed1a4fc3da,,,Completed
TX00000238,2023-06-09T08:06:12.034064,ACC0027154,ACC0079146,1779,ETB,1779,Payment,Branch,DEV0025392,Mekelle,Ethiopia,9e20589fcabed853,REF00000238,INV0069888,Completed
TX00000239,2025-04-15T21:26:53.920033,ACC0009293,ACC0065340,12935,ETB,12935,Transfer,Mobile Banking,DEV0042686,Adama,Ethiopia,7827d39e38e4c18e,,INV0079415,Completed
TX00000240,2023-03-21T04:05:36.996865,ACC0134761,ACC0105243,57782,ETB,57782,Withdrawal,Mobile Banking,DEV0025088,Addis Ababa,Ethiopia,92103fd2cf6ad193,,INV0029367,Failed
TX00000241,2022-08-24T21:39:49.298948,ACC0109414,ACC0114518,14465,ETB,14465,Transfer,USSD,DEV0000593,Dessie,Ethiopia,33bfcfb82b66b0c8,,INV0042730,Completed
TX00000242,2025-09-16T08:13:12.159761,ACC0136251,ACC0128567,17748,ETB,17748,Transfer,ATM,DEV0066358,Dire Dawa,Ethiopia,dd5b0fbc5d3f7cf2,REF00000242,,Completed
TX00000243,2023-09-27T05:29:00.335925,ACC0121281,ACC0062201,21185,ETB,21185,Transfer,Branch,DEV0074937,Dire Dawa,Ethiopia,8aae2fe3ec8bc024,,INV0025335,Completed
TX00000244,2023-02-15T23:59:55.104913,ACC0037279,ACC0065405,39054,ETB,39054,Mobile Money,Branch,DEV0029120,Addis Ababa,Ethiopia,ebbbd5cdb6ce50f5,,INV0095269,Completed
TX00000245,2025-04-06T11:56:37.397953,ACC0060181,ACC0104013,18414,ETB,18414,Transfer,Branch,,Dire Dawa,Ethiopia,,,,Completed
TX00000246,2023-04-06T18:40:08.052759,ACC0142956,ACC0047808,71,ETB,71,Payment,ATM,DEV0062767,Addis Ababa,Ethiopia,04592a418515c3fa,REF00000246,INV0127615,Completed
TX00000247,2024-03-06T11:04:42.352400,ACC0098875,ACC0049453,10013,EUR,620806,Payment,Mobile Banking,,Nekemte,Ethiopia,660f2706349b22ca,REF00000247,,Completed
TX00000248,2024-09-12T16:33:07.444408,ACC0131701,ACC0042793,13519,ETB,13519,Transfer,Mobile Banking,DEV0043691,Jimma,Ethiopia,9d3c23a5719184d0,,,Failed
TX00000249,2025-02-08T07:38:40.942083,ACC0127843,ACC0073569,3620,ETB,3620,Deposit,Internet Banking,DEV0036664,Addis Ababa,Ethiopia,f2fb956a0cfdd34f,,,Completed
TX00000250,2023-07-04T17:20:50.858862,ACC0066876,ACC0073149,872,ETB,872,Withdrawal,Mobile Banking,DEV0048618,Addis Ababa,Ethiopia,a749b73fbb9f59ea,REF00000250,,Completed
TX00000251,2025-05-30T17:55:05.518778,ACC0030536,ACC0132669,8178,ETB,8178,Withdrawal,POS,DEV0077658,Bishoftu,Ethiopia,813625e92b65fbe1,REF00000251,INV0002221,Failed
TX00000252,2023-01-06T17:16:08.158922,ACC0098504,ACC0033560,237,ETB,237,Salary,Mobile Banking,DEV0005067,Dilla,Ethiopia,62980eea8a07db14,,INV0086481,Completed
TX00000253,2025-07-17T14:17:19.673112,ACC0046988,ACC0122842,382,ETB,382,Mobile Money,ATM,,Bahir Dar,Ethiopia,692f2a280511c6e7,,INV0042876,Completed
TX00000254,2025-04-02T19:28:04.294668,ACC0078408,ACC0009771,67170,ETB,67170,Transfer,Mobile Banking,DEV0027165,Dilla,Ethiopia,32a4f084cbc6b4e4,,INV0041153,Completed
TX00000255,2025-11-02T11:14:39.361146,ACC0076762,ACC0040128,105,ETB,105,Payment,Mobile Banking,DEV0076813,Addis Ababa,Ethiopia,21b3465abdc5b428,,INV0025138,Completed
TX00000256,2025-05-17T11:31:34.881503,ACC0116290,ACC0101186,28949,ETB,28949,Loan Repayment,Mobile Banking,DEV0022572,Addis Ababa,Ethiopia,406cbc2c543a5617,,INV0075716,Completed
TX00000257,2024-09-16T08:16:44.620365,ACC0129543,ACC0012342,4211,ETB,4211,Deposit,Mobile Banking,DEV0054092,Nekemte,Ethiopia,d7bcccdf0f0a733d,,INV0005202,Completed
TX00000258,2023-12-24T16:46:03.678704,ACC0080078,ACC0119063,6748,EUR,418376,Withdrawal,Internet Banking,DEV0065344,Dire Dawa,Ethiopia,,,INV0036867,Completed
TX00000259,2022-09-13T05:42:48.966989,ACC0097357,ACC0042736,6969,ETB,6969,Transfer,Mobile Banking,DEV0037356,Addis Ababa,Ethiopia,,,INV0150506,Completed
TX00000260,2025-03-10T17:20:29.991959,ACC0143213,ACC0145477,5185,ETB,5185,Withdrawal,Internet Banking,,Adama,Ethiopia,8495987fac75d154,,,Completed
TX00000261,2023-07-03T00:34:50.817388,ACC0136312,ACC0067017,187205,ETB,187205,Payment,Internet Banking,DEV0020919,Shashamane,Ethiopia,0d09440a48c620c9,,INV0131559,Completed
TX00000262,2025-03-13T13:40:04.128092,ACC0040820,ACC0101278,5181,ETB,5181,Transfer,USSD,DEV0079655,Bishoftu,Ethiopia,9791b033d362d6fd,REF00000262,INV0093655,Pending
TX00000263,2024-06-07T16:22:44.231838,ACC0131448,ACC0141152,171,ETB,171,Transfer,Mobile Banking,DEV0025634,Harar,Ethiopia,c151fb1dea64f443,REF00000263,,Completed
TX00000264,2025-01-11T18:41:13.675109,ACC0018899,ACC0064734,389,ETB,389,Deposit,Mobile Banking,,Addis Ababa,Ethiopia,ea267b944223ca72,,,Completed
TX00000265,2023-09-14T15:59:41.432561,ACC0100220,ACC0137899,11329,ETB,11329,Deposit,Mobile Banking,DEV0031034,Gondar,Ethiopia,d4eaef964a4e6d0d,,INV0075062,Completed
TX00000266,2023-01-08T09:15:36.156342,ACC0018846,ACC0111249,9719,ETB,9719,Withdrawal,Branch,DEV0087645,Jimma,Ethiopia,af72d4761b749626,,INV0078450,Completed
TX00000267,2025-02-10T19:28:33.880818,ACC0063272,ACC0038399,20349,CHF,1322685,Withdrawal,Branch,DEV0024637,Hosaena,Ethiopia,86862662fe0b725e,,INV0032913,Completed
TX00000268,2023-05-22T10:11:41.618791,ACC0142922,ACC0147856,904,ETB,904,Payment,Mobile Banking,DEV0047184,Mekelle,Ethiopia,78558771d9aeae01,REF00000268,INV0056854,Completed
TX00000269,2023-12-17T04:38:29.479717,ACC0138318,ACC0137531,4902,AED,76471,Payment,ATM,DEV0035161,Dire Dawa,Ethiopia,5fecfd11ac7d8b51,,,Completed
TX00000270,2023-09-27T19:11:12.103527,ACC0086665,ACC0145756,18877,USD,1085428,Deposit,Mobile Banking,DEV0077012,Bishoftu,Ethiopia,46ae8ae24ac89dfb,,INV0089231,Completed
TX00000271,2022-11-23T14:34:02.949813,ACC0002631,ACC0013709,8389,ETB,8389,Transfer,Branch,DEV0027876,Dire Dawa,Ethiopia,8eec8a6d0a3be4bf,,,Reversed
TX00000272,2022-08-17T06:01:33.049674,ACC0106051,ACC0031862,11318,ETB,11318,Payment,ATM,DEV0037635,Addis Ababa,Ethiopia,d2ff64f0c65243a9,,INV0127352,Failed
TX00000273,2024-06-19T21:21:10.366088,ACC0035333,ACC0067769,14498,ETB,14498,Withdrawal,Internet Banking,DEV0043511,Shashamane,Ethiopia,13b7bde276907b01,REF00000273,INV0159663,Completed
TX00000274,2024-03-13T11:06:01.264350,ACC0090491,ACC0141403,1865,ETB,1865,Transfer,Mobile Banking,DEV0023040,Addis Ababa,Ethiopia,573aa2bc4cbc5b0e,,INV0032492,Completed
TX00000275,2023-04-26T10:04:36.568851,ACC0099975,ACC0036553,29841,ETB,29841,Payment,Internet Banking,DEV0079389,Mekelle,Ethiopia,813ad98f5124c1c0,REF00000275,INV0111388,Completed
TX00000276,2022-05-08T21:12:47.250450,ACC0092118,ACC0046508,2225,ETB,2225,Transfer,Mobile Banking,DEV0033796,Addis Ababa,Ethiopia,,,INV0047084,Completed
TX00000277,2022-03-23T23:17:38.745089,ACC0019027,ACC0145914,2946,ETB,2946,Payment,Mobile Banking,DEV0049074,Addis Ababa,Ethiopia,dd8d4c1b19101eb9,REF00000277,INV0056072,Completed
TX00000278,2022-05-06T23:07:41.237138,ACC0091566,ACC0143376,42592,ETB,42592,Withdrawal,POS,DEV0080624,Jimma,Ethiopia,b6f9f7cbcab9bc26,REF00000278,INV0052200,Completed
TX00000279,2024-12-08T07:11:17.818381,ACC0068688,ACC0137434,2281,ETB,2281,Transfer,Branch,DEV0068497,Dire Dawa,Ethiopia,2a8e8c4a16d4038a,,,Completed
TX00000280,2025-12-02T15:00:26.856309,ACC0082795,ACC0087773,6475,ETB,6475,Payment,Mobile Banking,DEV0024489,Mekelle,Ethiopia,6be6ba3d1a6fc4d0,,INV0110987,Completed
