person_id,first_name,last_name,date_of_birth,gender,nationality,occupation,employment_status,declared_monthly_income,income_currency,city,region,country,phone_hash,address_hash,created_at
P000134,Gebre-Micheal,Yelekal,1996-11-26,M,Ethiopian,doctor,Employed,88598,ETB,Bahir Dar,Amhara,Ethiopia,cc7cf672092865f3,238f621746d6c040,2025-09-04T06:19:58.660494
P000135,Roman,Girmachew,1965-08-17,F,Ethiopian,day_laborer,Employed,3765,ETB,Dire Dawa,Dire Dawa,Ethiopia,beae878ad44caabd,3830dc95ebcbd58f,2022-08-05T16:37:31.195047
P000136,Issak,Shimelis,1976-01-23,M,Ethiopian,day_laborer,Employed,2000,ETB,Adama,Oromia,Ethiopia,7586423f53c10615,71f2415d6a0d06fa,2022-04-26T15:37:05.883925
P000137,Azeb,Abdi,1999-06-12,F,Ethiopian,nurse,Employed,18828,ETB,Addis Ababa,Addis Ababa,Ethiopia,ec2002ed8f773d45,ba4305ff9e3633dc,2023-03-29T22:13:14.307264
P000138,Ejigayehu,Wuhib,1972-06-26,F,Ethiopian,student,Student,6676,ETB,Addis Ababa,Addis Ababa,Ethiopia,49bf31c625b35d07,,2024-04-11T12:25:39.906226
P000139,Elshaday,Taye,1961-12-06,F,Ethiopian,software_engineer,Employed,91195,ETB,Sodo,SNNPR,Ethiopia,0855aa70c4f9c38f,875a91071bfa9c43,2024-12-03T13:20:15.290277
P000140,Abraham,Caleb,1990-06-13,M,Ethiopian,student,Student,5672,ETB,Hawassa,Sidama,Ethiopia,67fd487275a105a3,21ef1c857a56cf31,2023-08-31T06:02:04.768271
P000141,Seble,Abayneh,1989-03-21,F,Ethiopian,farmer,Self-Employed,5497,ETB,Addis Ababa,Addis Ababa,Ethiopia,d73cd1645681719b,7d42766cad47a655,2024-12-30T23:25:05.192533
P000142,Deborah,Fiseha,1993-09-20,F,Ethiopian,student,Student,7863,ETB,Addis Ababa,Addis Ababa,Ethiopia,b093e5b28b21a8c2,7113135c2758eb36,2023-10-01T04:36:03.327509
P000143,Eskedar,Tamrat,1975-03-02,F,Ethiopian,business_owner,Self-Employed,75978,ETB,Bishoftu,Oromia,Ethiopia,afb0d3ad6d227fc6,,2024-12-12T19:14:56.344015
P000144,Lidiya,Nathnael,1968-10-25,F,Ethiopian,unemployed,Unemployed,2000,ETB,Adama,Oromia,Ethiopia,e0546484b4223429,4d562b17c13ffd15,2024-07-29T00:06:58.441943
P000145,Abdu,Abebe,1977-10-01,M,Ethiopian,day_laborer,Employed,6701,ETB,Addis Ababa,Addis Ababa,Ethiopia,,1c8ae3aa5b11d1fd,2023-09-15T18:17:56.847072
P000146,Kassahun,Dibaba,1982-11-11,M,Ethiopian,merchant,,13302,ETB,Gondar,Amhara,Ethiopia,c31c43abbe1d4aeb,307caaa9dd453ffb,2025-09-26T10:35:21.521033
P000147,Mebratu,Niguse,1999-10-02,M,Ethiopian,cashier,Employed,3986,ETB,Bahir Dar,Amhara,Ethiopia,5e04f26d94e6bbf4,b49a7c5888cae19a,2024-04-08T08:53:32.095385
P000148,Sinetebeb,Amha,1997-04-01,F,Ethiopian,freelancer,Self-Employed,50485,ETB,Gondar,Amhara,Ethiopia,6af5fd6d98f2127f,e2eb2c726feb3536,2022-02-01T09:06:20.249715
P000149,Mezgebe,Tamrat,1990-04-18,M,Ethiopian,nurse,Employed,15504,ETB,Dire Dawa,Dire Dawa,Ethiopia,e4234d583248e784,4ea2df2e41ad3f6e,2024-04-10T00:08:26.425801
P000150,Sebhat,Haile-Selassie,1965-02-13,M,Ethiopian,farmer,Self-Employed,13135,ETB,Mekelle,Tigray,Ethiopia,a36d76c0f33b38c8,48de7c7b88c40fe5,2023-08-05T16:36:06.965574
P000151,Hirut,Seyoum,1974-01-24,F,Ethiopian,engineer,Employed,18041,ETB,Hawassa,Sidama,Ethiopia,902f1293bac5e0f8,57792795296a9305,2024-02-28T11:40:45.328761
P000152,Eyerus,Yelekal,1978-12-24,F,Other,government_employee,Employed,20535,ETB,Dilla,SNNPR,Ethiopia,5e358d88bd51d24a,,2025-10-26T10:39:26.429065
P000153,Fasil,Taye,1983-10-14,M,Ethiopian,freelancer,Self-Employed,21510,ETB,Addis Ababa,Addis Ababa,Ethiopia,,7327af8ccdaba8c2,2023-10-17T06:06:01.725180
P000154,Abezu,Redwan,1961-08-19,F,Ethiopian,student,Student,2000,ETB,Jimma,Oromia,Ethiopia,,c3f4a7859898bb7a,2024-12-26T07:07:27.585459
P000155,Admasu,Nebyat,1969-06-02,M,Other,day_laborer,Employed,2000,ETB,Addis Ababa,Addis Ababa,Ethiopia,,cf9e005d1460b039,2023-03-18T14:48:59.026917
P000156,Salem,Daniel,1965-07-17,F,Ethiopian,security_guard,Employed,4315,ETB,Hawassa,Sidama,Ethiopia,fd205413e3abebd9,,2024-12-29T12:38:19.767820
P000157,Ashenafi,Alula,1987-10-06,M,Ethiopian,government_employee,Employed,9223,ETB,Mekelle,Tigray,Ethiopia,3e1ad612ca08f860,0db837e7cf77aada,2022-01-17T13:58:46.151561
P000158,Senedu,Daniel,1978-12-17,F,Ethiopian,student,Student,6446,ETB,Addis Ababa,Addis Ababa,Ethiopia,,171fb388cd81bf4f,2023-01-08T15:18:27.633701
P000159,Thut,Aschalew,1969-10-04,F,Ethiopian,freelancer,Self-Employed,37576,ETB,Addis Ababa,Addis Ababa,Ethiopia,ceb8cc3cdfb8357c,62c01151a01aa39b,2022-03-16T20:57:40.184041
P000160,Naomi,Abegaz,1996-10-18,F,Ethiopian,farmer,Self-Employed,2611,ETB,Jimma,Oromia,Ethiopia,,9ce408158fe97d76,2025-02-08T04:08:36.231947
P000161,Jemal,Jemal,2002-07-14,M,Ethiopian,software_engineer,Employed,34299,ETB,Adama,Oromia,Ethiopia,9919d75fc4faf79c,,2024-03-18T09:35:34.520265
P000162,Eman,Mikias,2004-08-10,F,Ethiopian,nurse,Employed,10540,ETB,Dire Dawa,Dire Dawa,Ethiopia,c39c16efb0181a27,d6704cfc41208758,2024-06-20T23:30:46.278666
P000163,Chanyalew,Fedlu,1969-03-17,M,Other,student,Student,2756,ETB,Addis Ababa,Addis Ababa,Ethiopia,,8e4bda31b785d746,2022-01-05T06:14:35.916939
P000164,Gemechu,Abel,1980-03-19,M,Other,government_employee,Employed,4764,ETB,Asella,Oromia,Ethiopia,ae452bf0c1963ef3,,2023-03-17T12:31:19.495307
P000165,Hamere,Sisay,1962-10-25,F,Ethiopian,ngo_worker,Employed,7426,ETB,Dire Dawa,Dire Dawa,Ethiopia,997ecbcc78ac47b7,e2bcc95879847278,2024-06-21T19:35:05.394634
P000166,Gebre-Mariam,Habtamu,1961-05-18,M,Ethiopian,business_owner,Self-Employed,40519,ETB,Bishoftu,Oromia,Ethiopia,ca44add4fe5278a5,a7568cdddb7a03d9,2024-07-11T13:37:26.785533
P000167,Feven,Alula,2000-10-14,F,Ethiopian,student,Student,2409,ETB,Addis Ababa,Addis Ababa,Ethiopia,544443782df27822,,2023-01-10T06:52:09.342448
P000168,Etenesh,Tarik,1988-12-08,F,Ethiopian,day_laborer,Employed,3114,ETB,Addis Ababa,Addis Ababa,Ethiopia,e35535679a278d3c,87ac219980b811d2,2024-05-10T19:20:11.487494
P000169,Ayele,Frezer,1980-12-16,M,Ethiopian,student,Student,5761,ETB,Hawassa,Sidama,Ethiopia,f8856a46490944bc,c6ff53a470a09227,2022-08-22T05:45:11.406271
P000170,Netsanet,Markos,1972-10-24,F,Ethiopian,security_guard,Employed,5514,ETB,Addis Ababa,Addis Ababa,Ethiopia,5663c287cae57e88,222bfeb005f3a5b9,2025-02-17T06:55:07.634750
P000171,Husein,Mesay,1968-12-02,M,Ethiopian,student,Student,8143,ETB,Addis Ababa,Addis Ababa,Ethiopia,fbf28f11870098e6,1d8dfbce6a0b0bd4,2024-07-05T23:46:58.970992
P000172,Negassi,Kidus,1964-07-05,F,Ethiopian,cashier,Employed,7021,ETB,Asella,Oromia,Ethiopia,3d20f29ed3613350,12a9bc04af1cd79a,2023-09-26T17:02:57.380082
P000173,Shimelis,Fedlu,1972-04-20,M,Ethiopian,unemployed,Unemployed,2000,ETB,Nekemte,Oromia,Ethiopia,b5cb9073a6d201d7,89c1ca2cad922704,2024-02-19T12:14:49.631753
P000174,Bezawit,Amin,1961-11-25,F,Ethiopian,teacher,Employed,3689,ETB,Addis Ababa,Addis Ababa,Ethiopia,4930b5cfbce95562,71f98274ca5e06bb,2023-06-15T00:17:15.343812
P000175,Gebre-Selassie,Yohannes,2005-03-27,M,Ethiopian,nurse,Employed,10983,ETB,Addis Ababa,Addis Ababa,Ethiopia,,fcc9eb95d1c02628,2023-01-06T03:05:44.651759
P000176,Asheber,Alebachew,1992-08-19,M,Ethiopian,teacher,Employed,9250,ETB,Arba Minch,SNNPR,Ethiopia,6cef6ef1e47d37f9,,2023-08-18T11:31:11.043676
P000177,Mohammed,Belachew,1969-07-08,M,Ethiopian,freelancer,Self-Employed,40259,ETB,Mekelle,Tigray,Ethiopia,296575612585cfef,,2023-12-22T14:15:14.662675
P000178,Sinetebeb,Haile-Selassie,2003-12-16,F,Ethiopian,farmer,,2926,ETB,Asella,Oromia,Ethiopia,,9ad48b334a0bf851,2024-03-28T19:11:07.191765
P000179,Mignote,Tekeste,1982-02-02,F,Ethiopian,student,Student,3069,ETB,Adama,Oromia,Ethiopia,f8ea7a6cdae61021,,2025-11-29T20:13:24.930772
P000180,Netsanet,Yitbarek,1996-05-30,F,Ethiopian,accountant,Employed,13878,ETB,Hawassa,Sidama,Ethiopia,060796c6c93eca52,,2025-04-11T15:54:42.920706
P000181,Tewabech,Fedlu,1976-12-12,F,Ethiopian,ngo_worker,Employed,7118,ETB,Addis Ababa,Addis Ababa,Ethiopia,872d4cf377a5de81,14599cca062ba64f,2023-08-09T17:26:26.155688
P000182,Tizita,Dibaba,1977-12-31,F,Ethiopian,cashier,,13925,ETB,Dire Dawa,Dire Dawa,Ethiopia,a311079a2682c093,5495c175095151d2,2024-08-15T10:41:53.341573
P000183,Elshaday,Abdela,2001-07-17,F,Ethiopian,lawyer,Employed,33263,ETB,Hawassa,Sidama,Ethiopia,b7377675cc8bb0e7,,2024-04-24T15:55:16.168743
P000184,Aschalew,Gashaw,2004-08-12,M,Ethiopian,driver,Employed,7662,ETB,Jimma,Oromia,Ethiopia,6656b25786f637f0,d05fe273a163b2e2,2024-09-24T05:25:46.459013
P000185,Rebka,Kefyalew,1982-02-09,F,Ethiopian,government_employee,Employed,28816,ETB,Sodo,SNNPR,Ethiopia,f61049dfaef7bff3,36ed4e6b9d802c46,2025-04-24T22:12:41.904240
P000186,Genet,Endale,2003-01-25,F,Ethiopian,accountant,Employed,9768,ETB,Bahir Dar,Amhara,Ethiopia,d90381435eaadb3e,6dca5e1aafe0ec7c,2024-07-05T15:50:29.306662
P000187,Isayas,Tekeste,1966-07-24,M,Ethiopian,teacher,Employed,36740,ETB,Addis Ababa,Addis Ababa,Ethiopia,0041d63bc4f14ead,07e16e10ba358641,2023-11-08T21:25:16.171438
P000188,Mintesnot,Bisrat,1971-12-19,M,Ethiopian,unemployed,Unemployed,2766,ETB,Addis Ababa,Addis Ababa,Ethiopia,493c16b0e62ce22b,,2025-03-04T06:34:51.089701
P000189,Derartu,Mehari,1972-06-08,F,Ethiopian,day_laborer,Employed,3996,ETB,Dessie,Amhara,Ethiopia,71086378db277f49,b1d3807be0a85eae,2024-06-08T05:16:16.038339
P000190,Mersha,Ashenafi,2005-03-17,M,Ethiopian,student,Student,7166,ETB,Sodo,SNNPR,Ethiopia,14f9928ac2fd4a9d,32ca1d8e8c7054e3,2025-01-16T16:12:29.665614
P000191,Alemtsehay,Abay,1987-08-30,F,Ethiopian,teacher,,7702,ETB,Addis Ababa,Addis Ababa,Ethiopia,c599f552839c3528,7369b87b09ad19b0,2023-10-15T19:25:35.145578
P000192,Yafet,Kifle,2006-07-07,M,Ethiopian,ngo_worker,Employed,28613,ETB,Addis Ababa,Addis Ababa,Ethiopia,258fb57439c4fc93,c5f1fd43ea0775af,2023-06-18T08:48:41.460913
P000193,Fedlu,Getahun,2000-03-17,M,Ethiopian,teacher,Employed,11281,ETB,Jijiga,Somali,Ethiopia,acd0c292e393432e,,2022-05-03T18:10:08.612684
P000194,Kelemua,Abegaz,1989-03-01,F,Ethiopian,lawyer,Employed,17868,ETB,Addis Ababa,Addis Ababa,Ethiopia,061a44db3dbf1c8c,5e92dc920b455cbb,2023-03-11T08:28:42.299262
P000195,Berhe,Nahom,1973-08-04,M,Other,student,Student,5270,ETB,Shashamane,Oromia,Ethiopia,78ab9a2a91d7a04d,62d81bc4309cbf1f,2024-08-24T09:41:15.176467
P000196,Teshome,Girmachew,2005-03-16,M,Other,government_employee,Employed,13108,ETB,Jimma,Oromia,Ethiopia,52354854c2d57cae,,2022-03-30T08:47:50.522222
P000197,Genet,Fedlu,1967-12-05,F,Ethiopian,day_laborer,Employed,3818,ETB,Dire Dawa,Dire Dawa,Ethiopia,25ae5dc8dad658e7,c8bdea521f56af0c,2025-07-17T05:35:19.132648
P000198,Welela,Eshetu,1966-09-12,F,Ethiopian,freelancer,Self-Employed,48510,ETB,Addis Ababa,Addis Ababa,Ethiopia,6745527a2f09aa88,f998add67e649f8c,2023-09-24T18:54:32.222302
P000199,Henok,Fekre-Selasie,1966-06-20,M,Ethiopian,unemployed,Unemployed,2572,ETB,Hawassa,Sidama,Ethiopia,6cada21933861592,1afd67915f955bac,2025-04-15T01:18:36.999602
P000200,Nega,Atinafu,1961-07-27,M,Ethiopian,teacher,Employed,8008,ETB,Addis Ababa,Addis Ababa,Ethiopia,00fe2b00c61b2364,22ef6fa250ad2ee1,2024-02-08T06:15:26.697644
P000201,Amsalework,Tesema,1964-08-25,F,Ethiopian,software_engineer,Employed,24834,ETB,Addis Ababa,Addis Ababa,Ethiopia,7d3323aeb1740e14,16efdfdf4f3085e3,2022-03-21T19:13:14.258449
P000202,Tsega,Jemal,2007-02-19,F,Ethiopian,cashier,Employed,6397,ETB,Dire Dawa,Dire Dawa,Ethiopia,,961d62fa96057fe4,2022-10-23T09:40:42.210300
P000203,Sara,Tamrat,1995-03-23,F,Ethiopian,merchant,Self-Employed,9078,ETB,Addis Ababa,Addis Ababa,Ethiopia,ee9bcb69e5a2cd17,2252fdbacc843a2e,2022-12-29T21:03:39.162966
P000204,Yafet,Frezer,2006-06-07,M,Ethiopian,farmer,Self-Employed,5099,ETB,Jimma,Oromia,Ethiopia,0170ff9044ecc4aa,20595c5ba6429dd1,2023-11-18T17:02:53.197634
P000205,Seifu,Belete,1979-02-28,M,Ethiopian,student,Student,3132,ETB,Dire Dawa,Dire Dawa,Ethiopia,1a6c7559ef950901,02d1341f2cdce255,2023-12-17T09:22:00.010944
P000206,Henok,Abdul,1976-07-07,M,Ethiopian,teacher,Employed,21290,ETB,Addis Ababa,Addis Ababa,Ethiopia,853f2a93ad6eabbf,86938c0ce6f7cceb,2025-01-28T22:05:35.817801
P000207,Alazar,Dagim,2007-03-23,M,Ethiopian,software_engineer,,89768,ETB,Addis Ababa,Addis Ababa,Ethiopia,9f8eb0ef03eeffe9,,2022-12-03T02:37:55.890465
P000208,Ruth,Kiros,1989-05-05,F,Ethiopian,teacher,Employed,5709,ETB,Addis Ababa,Addis Ababa,Ethiopia,a2d7f38a1dc30440,95f05c4bcf6e1cef,2023-02-20T21:29:35.677589
P000209,Lemma,Binyam,1984-05-31,M,Ethiopian,software_engineer,Employed,33524,ETB,Addis Ababa,Addis Ababa,Ethiopia,ab6acffe0f50f982,18c8a78aaee90171,2023-04-23T16:07:49.193109
P000210,Lidet,Daniel,1969-08-24,F,Ethiopian,business_owner,Self-Employed,90703,ETB,Gondar,Amhara,Ethiopia,c925025e2ef11f6c,ae3e70ef5f02adfa,2023-09-26T11:39:25.510648
P000211,Abebech,Zewdu,1981-10-02,F,Ethiopian,teacher,Employed,5990,ETB,Hawassa,Sidama,Ethiopia,cb2db330f67108e0,4bf9fba1f008bb3e,2025-08-11T05:30:51.226444
P000212,Fasika,Ketema,1964-06-03,F,Ethiopian,freelancer,Self-Employed,35359,ETB,Addis Ababa,Addis Ababa,Ethiopia,006684b152272534,ac1d2941951f0f91,2025-05-07T16:03:27.124488
P000213,Khalid,Andinet,1993-04-14,M,Ethiopian,nurse,Employed,20327,ETB,Bahir Dar,Amhara,Ethiopia,dcd65068442c119f,,2024-05-24T01:43:24.718529
P000214,Kelemua,Shifferaw,1995-07-01,F,Ethiopian,merchant,Self-Employed,40472,ETB,Hawassa,Sidama,Ethiopia,0d5d7f86a7882ab7,5b439a4e9b098285,2023-11-21T03:34:39.558946
P000215,Lidet,Desalegn,1994-12-20,F,Ethiopian,business_owner,Self-Employed,41812,ETB,Mekelle,Tigray,Ethiopia,402511ea5abffe88,8b32194c6c75ef01,2025-02-04T06:18:35.068005
P000216,Mekdes,Adane,1982-10-28,F,Ethiopian,farmer,,11365,ETB,Addis Ababa,Addis Ababa,Ethiopia,97b676806e55a6fb,98589db99efed915,2025-06-03T13:23:13.844732
P000217,Shewangizaw,Fistum,2004-12-10,M,Ethiopian,teacher,Employed,7894,ETB,Jimma,Oromia,Ethiopia,270fb921a53647d5,b7c8e1c337970b74,2024-06-22T10:46:16.135153
P000218,Matheos,Lake,1999-09-24,M,Ethiopian,freelancer,Self-Employed,14462,ETB,Addis Ababa,Addis Ababa,Ethiopia,38aff3a7b2db693e,09e7bf96138fc1d7,2023-11-12T06:22:15.617162
P000219,Elfnesh,Endrias,1962-04-04,F,Ethiopian,day_laborer,Employed,4316,ETB,Addis Ababa,Addis Ababa,Ethiopia,e482c5cb84a1296e,9c24aa54ff2759e4,2022-07-01T21:04:45.227186
P000220,Gebre-Selassie,Bemnet,1967-07-06,M,Ethiopian,nurse,Employed,16104,ETB,Addis Ababa,Addis Ababa,Ethiopia,e13159cf91816d7c,,2025-09-19T17:47:36.162427
P000221,Abegaz,Abenezer,1970-11-12,M,Ethiopian,farmer,Self-Employed,2389,ETB,Asella,Oromia,Ethiopia,eb88a9b3eeb2debc,bf5249918094af8f,2024-01-01T22:06:13.338478
P000222,Sara,Fistum,1973-11-02,F,Ethiopian,day_laborer,Employed,8156,ETB,Addis Ababa,Addis Ababa,Ethiopia,cb563f1cd4c93418,139c82cdf6797288,2022-10-21T11:56:09.070301
P000223,Mahder,Robel,1974-01-23,F,Other,student,Student,4912,ETB,Gondar,Amhara,Ethiopia,b0ce5cfe38177260,46f9b2ad1f004326,2022-10-06T19:01:32.691911
P000224,Mahder,Andualem,1980-04-14,F,Ethiopian,unemployed,Unemployed,2000,ETB,Dire Dawa,Dire Dawa,Ethiopia,8ff33259fa1956a9,22e475a748d2070d,2025-08-23T00:19:25.485651
P000225,Gemechu,Paulos,1967-07-20,M,Ethiopian,nurse,Employed,5340,ETB,Addis Ababa,Addis Ababa,Ethiopia,ec737135a96ee5dd,aa1d19218fdfa2e6,2022-03-21T19:44:02.874001
P000226,Abigia,Seid,1981-05-07,F,Ethiopian,student,Student,5573,ETB,Asella,Oromia,Ethiopia,f44ed7e695549df8,552481b575a9ad49,2023-10-06T12:10:52.108899
P000227,Haile-Mariam,Endalkachew,1971-08-06,M,Ethiopian,student,Student,3879,ETB,Harar,Harari,Ethiopia,655fa025184ee042,f6163a713703d871,2023-06-19T18:29:06.156626
P000228,Kokebe,Abenezer,2007-07-03,F,Ethiopian,farmer,Self-Employed,4346,ETB,Addis Ababa,Addis Ababa,Ethiopia,857d775b42ddd709,df593e032e5c72ce,2022-04-25T05:49:44.392137
P000229,Tsega,Dagim,1985-12-29,F,Other,teacher,Employed,8472,ETB,Addis Ababa,Addis Ababa,Ethiopia,e90848dc8f594127,bf192910b433f232,2023-10-31T21:30:16.657814
P000230,Isayas,Bekila,1965-04-29,M,Ethiopian,day_laborer,Employed,2000,ETB,Jimma,Oromia,Ethiopia,,f83d811101ca9cef,2023-12-09T14:16:28.293804
P000231,Thomas,Zeleke,1962-06-22,M,Ethiopian,cashier,Employed,12482,ETB,Addis Ababa,Addis Ababa,Ethiopia,180959716e5a5ff9,35699c77694fe5da,2024-09-25T06:52:49.177539
P000232,Theodros,Mezgebe,1998-03-20,M,Other,unemployed,Unemployed,2000,ETB,Arba Minch,SNNPR,Ethiopia,9656e57f92a49ad6,,2025-09-19T15:41:46.041625
P000233,Seble,Negash,1983-11-12,F,Ethiopian,driver,Employed,4664,ETB,Addis Ababa,Addis Ababa,Ethiopia,adbdaeb63c5ca407,2d65f8c940d31a5a,2025-11-09T02:52:07.152457
P000234,Kalkidan,Michael,1989-12-26,F,Ethiopian,nurse,Employed,4128,ETB,Gondar,Amhara,Ethiopia,411d09f0b75ca063,053339abd1be312d,2025-07-09T19:17:06.148390
P000235,Eyerusalem,Moges,1986-06-22,F,Ethiopian,teacher,Employed,15988,ETB,Dire Dawa,Dire Dawa,Ethiopia,8bf72203d95b7062,c70db1f4d021d907,2024-05-23T23:19:28.366011
P000236,Zinash,Siraj,1999-05-18,F,Ethiopian,student,Student,4420,ETB,Bishoftu,Oromia,Ethiopia,686ebd7691d1af5b,98a8c66354c610c9,2024-11-08T03:14:20.106624
P000237,Menelik,Fedlu,2006-03-23,M,Ethiopian,teacher,Employed,11710,ETB,Addis Ababa,Addis Ababa,Ethiopia,5fe7781eba80bc6a,,2023-01-28T04:44:20.403958
P000238,Eman,Tesfaye,1979-08-24,F,Ethiopian,student,Student,7980,ETB,Addis Ababa,Addis Ababa,Ethiopia,b94ef6a1299a3747,1e5a90fcdcad9301,2024-02-11T11:43:00.013743
P000239,Henok,Haile,1985-10-30,M,Ethiopian,unemployed,Unemployed,2049,ETB,Dilla,SNNPR,Ethiopia,6a7a9d79d8283835,72eb8aab65afa623,2022-09-14T08:59:33.635448
P000240,Abdela,Berhanu,2000-05-01,M,Ethiopian,student,Student,2000,ETB,Nekemte,Oromia,Ethiopia,d32090e2980d61e8,,2023-10-05T10:17:26.327938
P000241,Rebka,Eskinder,1986-02-05,F,Ethiopian,freelancer,Self-Employed,16303,ETB,Addis Ababa,Addis Ababa,Ethiopia,89b7caacb9dd9c11,f98c0bc92b78ed09,2023-07-19T04:16:00.520816
P000242,Menbere,Wondwosen,1978-01-12,F,Ethiopian,student,Student,9519,ETB,Dire Dawa,Dire Dawa,Ethiopia,c193de44abcaa5fa,cc568aa5a6dbe644,2023-03-23T07:28:59.283095
P000243,Worku,Paulos,2003-06-19,M,Ethiopian,merchant,Self-Employed,11119,ETB,Hawassa,Sidama,Ethiopia,f130d6716589be58,,2024-04-11T07:02:42.035346
P000244,Desta,Sintayehu,1985-02-14,F,Ethiopian,freelancer,Self-Employed,20312,ETB,Jimma,Oromia,Ethiopia,a67ba867cee5c2d6,bb3fff9d3f5e6606,2023-12-27T05:47:37.152497
P000245,Chaltu,Gebre-Egziabher,1980-04-26,F,Ethiopian,farmer,Self-Employed,5066,ETB,Addis Ababa,Addis Ababa,Ethiopia,df8312607ef9d546,,2025-04-16T09:59:13.910423
P000246,Salem,Mikias,2001-10-20,F,Other,unemployed,Unemployed,3255,ETB,Jijiga,Somali,Ethiopia,,b2c079e57ac9ee99,2023-05-26T10:56:02.081096
P000247,yABSIRA,Bereket,2007-09-29,F,Ethiopian,freelancer,Self-Employed,59622,ETB,Hawassa,Sidama,Ethiopia,b63c76a0bed14ccd,,2025-05-03T11:43:06.136166
P000248,Dejen,Asrat,1975-10-04,M,Ethiopian,student,Student,3543,ETB,Addis Ababa,Addis Ababa,Ethiopia,,aaec41dafd0a8a07,2025-09-24T23:24:29.194725
P000249,Ezra,Hagos,1963-02-11,M,Ethiopian,student,Student,7627,ETB,Addis Ababa,Addis Ababa,Ethiopia,f1a1ecf0eda70f34,5b73984236a9891b,2023-12-18T12:06:39.533459
P000250,Argaw,Nathnael,1971-07-14,M,Ethiopian,cashier,Employed,5965,ETB,Dessie,Amhara,Ethiopia,49726740426c058a,715da022903a473a,2025-03-08T07:17:25.589158
P000251,Tsion,Gebre-Meskel,1980-03-23,F,Ethiopian,merchant,,16641,ETB,Arba Minch,SNNPR,Ethiopia,25a6e0100bf60c0b,10a4556987da883f,2025-08-07T05:54:04.972829
P000252,Ruth,Robel,1996-09-05,F,Ethiopian,domestic_worker,Employed,2813,ETB,Dire Dawa,Dire Dawa,Ethiopia,5bba478fdae83dc1,,2024-03-12T10:38:42.674219
P000253,Ayele,Belachew,1985-09-07,M,Ethiopian,lawyer,Employed,25056,ETB,Mekelle,Tigray,Ethiopia,cfae8b9c29f869d4,f84289bdf88a6bde,2022-03-17T05:47:54.656791
P000254,Seyoum,Molalign,2002-09-20,M,Ethiopian,day_laborer,Employed,8496,ETB,Jimma,Oromia,Ethiopia,ecbb0aa2742e75ee,2366e5fdbc1540c6,2022-12-05T18:54:00.774379
P000255,Asheber,Legesse,1994-05-15,M,Ethiopian,software_engineer,Employed,55158,ETB,Bishoftu,Oromia,Ethiopia,eacabcec01ca2eac,15363fe9ad9631cf,2022-03-13T15:20:34.318731
P000256,Zeritu,Bekele,1983-03-08,F,Ethiopian,farmer,Self-Employed,11080,ETB,Adama,Oromia,Ethiopia,ddd0a32aa774b108,2fd46167b0aadc8e,2024-04-21T13:44:37.054904
P000257,Tsedenia,Haile-Selassie,1966-05-16,F,Other,cashier,Employed,5888,ETB,Addis Ababa,Addis Ababa,Ethiopia,f466c21ef7b0a291,87d7df3d8dadc808,2022-09-03T19:26:40.215967
P000258,Caleb,Getachew,1997-03-24,M,Ethiopian,unemployed,Unemployed,2563,ETB,Addis Ababa,Addis Ababa,Ethiopia,7d8725a22d8561ae,54c69f33fe16f603,2023-08-08T18:08:16.209870
P000259,Ermias,Fekre-Mariam,1972-03-15,M,Ethiopian,domestic_worker,Employed,4273,ETB,Addis Ababa,Addis Ababa,Ethiopia,8d95138a9e72ba88,d40babec78c78a64,2022-09-18T09:08:54.155232
P000260,Welela,Mamush,2007-09-10,F,Other,security_guard,Employed,4143,ETB,Dire Dawa,Dire Dawa,Ethiopia,7ce9ce0d8a2ab8fd,699dbc26d551feb6,2024-08-03T14:15:15.086177
P000261,Menelik,Mehari,1964-01-03,M,Other,day_laborer,Employed,10698,ETB,Harar,Harari,Ethiopia,9f1b62b8242a30cd,ca6c9ecaab2a0382,2025-01-25T11:34:55.018750
P000262,Bekelech,Alemayehu,1976-09-09,F,Ethiopian,freelancer,Self-Employed,40607,ETB,Mekelle,Tigray,Ethiopia,9a98680e448fa265,8252d2fd5bc7e926,2023-07-10T12:21:45.361553
P000263,Amha,Alazar,1989-05-04,M,Ethiopian,merchant,Self-Employed,11883,ETB,Addis Ababa,Addis Ababa,Ethiopia,f6245acf1604d664,580b871bbc6325b7,2025-08-03T03:41:13.389716
P000264,Aschalew,Million,1961-05-05,M,Ethiopian,day_laborer,,5603,ETB,Addis Ababa,Addis Ababa,Ethiopia,d5c77503c01ec9db,6901f17df08e201e,2025-12-12T17:00:24.553845
P000265,Dinknesh,Admasu,1974-09-18,F,Ethiopian,engineer,Employed,16877,ETB,Addis Ababa,Addis Ababa,Ethiopia,38ed1383eb5b0cd1,752559a71b15f5fd,2022-03-09T23:43:15.078609
P000266,Markos,Addisu,1969-04-03,M,Ethiopian,teacher,Employed,7942,ETB,Hawassa,Sidama,Ethiopia,6a3b1f735c3d48eb,dc1d2279d9cb82b3,2025-07-25T23:09:30.788921
P000267,Wossen,Taye,2004-02-08,M,Ethiopian,software_engineer,Employed,30085,ETB,Addis Ababa,Addis Ababa,Ethiopia,77845378851c9324,,2024-07-12T20:40:05.081658
P000268,Andualem,Getahun,1994-06-06,M,Ethiopian,doctor,Employed,43050,ETB,Dessie,Amhara,Ethiopia,d8848ff2e651e0a1,9a3b7c1c09c0b7a7,2025-08-31T08:40:21.321392
